tempC,rh,itLoadKW,electricityPrice,waterPrice,carbonFactor,air_feasible,air_energyKWh,air_costUSD,air_carbonKg,air_waterL,air_pue,air_violations,evap_feasible,evap_energyKWh,evap_costUSD,evap_carbonKg,evap_waterL,evap_pue,evap_violations,chill_feasible,chill_energyKWh,chill_costUSD,chill_carbonKg,chill_waterL,chill_pue,chill_violations,bestTechnique
35.9175,83.6030,553.0647,0.2118,1.6815,0.4549,true,1244490.3530,959376.6747,2060150.4020,0.0000,1.3789,0,true,134341.1953,736150.8485,1647311.5901,7095932.4532,1.0409,9,true,440270.2240,813566.9110,1723024.6497,6651336.7649,1.1340,0,ChilledWater
24.1674,57.7937,1343.1998,0.0753,1.3941,0.2150,true,1833769.6601,738156.3191,2109197.7685,0.0000,1.2299,0,true,326230.3356,641170.8615,1890794.3437,11806189.7862,1.0409,0,true,1026610.5208,704677.9158,1949202.0747,16150210.6752,1.1287,0,Evaporative
16.0945,53.8691,1379.0961,0.1292,2.3684,0.4115,true,428893.4363,1112821.1580,3545910.8213,0.0000,1.0524,0,true,334924.0198,1121098.2786,3715019.0479,8619217.2433,1.0409,15,true,1053101.3686,1240852.0658,3828751.2309,16579466.2747,1.1286,0,AirEconomizer
34.3870,73.9326,1809.2770,0.1698,2.4473,0.2424,true,4069841.2949,2514503.6564,3590251.3892,0.0000,1.3789,0,true,439403.9894,1952286.9052,2870808.6079,22111597.3736,1.0409,5,true,1372381.6609,2120503.1124,2951684.2249,21751783.7462,1.1278,0,ChilledWater
38.2536,39.5176,1818.5696,0.1248,1.2489,0.3828,true,4090516.5340,1857373.1460,5698309.0931,0.0000,1.3789,0,true,441648.0341,1432250.6639,4556441.6725,24130984.4894,1.0409,13,true,1379200.2195,1554262.4350,4684618.4957,21862285.1877,1.1277,0,ChilledWater
24.4544,50.9915,373.6116,0.1990,0.6759,0.6430,true,522073.7429,545443.0780,1762043.8465,0.0000,1.2353,0,true,90742.3768,461832.6532,1572672.3262,3310801.2788,1.0409,0,true,306988.1457,518224.0241,1664304.4397,4492308.6010,1.1384,0,Evaporative
19.1937,26.5063,248.6538,0.1597,0.9208,0.7321,true,120828.9035,254873.1801,1168672.5703,0.0000,1.0819,0,true,60371.5095,246860.9870,1191023.3692,1781917.1295,1.0409,11,true,214085.9291,282585.0214,1283124.5560,2987788.9749,1.1451,0,AirEconomizer
42.1350,44.0760,225.3005,0.2119,1.4473,0.6593,true,506543.3577,390666.9240,1215468.2025,0.0000,1.3789,0,true,54702.5973,299681.8300,971911.8368,3294762.8764,1.0409,19,true,197335.3612,342425.7589,1053181.9886,2708298.1779,1.1476,0,ChilledWater
32.5038,68.1772,1201.4880,0.0732,1.5947,0.6923,true,2696130.5989,719059.4297,6805536.4758,0.0000,1.3779,0,true,291808.0786,565304.0015,5445523.3493,13871298.7599,1.0409,0,true,921407.3612,616889.3118,5620511.9579,14445938.4434,1.1292,0,Evaporative
33.7943,46.7807,1826.5252,0.2167,0.8724,0.7292,true,4108806.1686,3240970.2476,10904370.8960,0.0000,1.3789,0,true,443602.2260,2465456.6632,8719261.0814,21643584.6808,1.0409,5,true,1385238.5991,2683493.1566,8964257.9217,21960036.4628,1.1277,0,ChilledWater
26.9261,60.1474,664.6970,0.2143,1.7502,0.5378,true,1169087.7836,1096356.7515,2750538.0994,0.0000,1.2963,0,true,161417.6204,891623.4403,2339502.1627,6433475.9648,1.0409,0,true,522888.9099,985348.3337,2436956.5410,7990104.2288,1.1325,0,Evaporative
29.6459,45.3029,1528.3669,0.2211,1.0474,0.6169,true,3097226.0977,2690981.8153,7509357.3290,0.0000,1.3413,0,true,371209.5827,2105140.8421,6172881.6713,16044550.8237,1.0409,0,true,1164083.0214,2296810.0275,6355679.7651,18377239.7262,1.1283,0,Evaporative
36.7823,55.5994,1595.7379,0.1252,2.1982,0.5834,true,3589539.5868,1635777.0466,7621257.5388,0.0000,1.3789,0,true,387545.7355,1280097.0744,6094048.8734,20591978.1092,1.0409,11,true,1213923.3033,1388378.3012,6272116.1450,19184750.2599,1.1281,0,ChilledWater
19.8039,76.0043,1505.8092,0.2090,2.1111,0.6677,true,1576889.9002,2197945.6561,7022235.9960,0.0000,1.1764,0,true,365722.7190,1968554.8711,6581707.0806,11232283.0607,1.0409,9,true,1147290.7619,2159573.1751,6777521.9905,18105236.1780,1.1283,0,Evaporative
44.5494,29.0389,1305.3707,0.1586,0.6360,0.4940,true,2936679.1524,1694772.9612,5279814.9829,0.0000,1.3789,0,true,317043.5044,1292026.8077,4221795.4600,19910507.1863,1.0409,24,true,1027294.6419,1412008.7628,4367705.5746,15747214.1320,1.1325,0,ChilledWater
31.4698,42.9992,1496.2244,0.1276,0.3335,0.2566,true,3195455.5346,1540870.2981,3099565.7881,0.0000,1.3597,0,true,363399.9787,1185142.4013,2513454.2656,16570400.0261,1.0409,0,true,1140208.5738,1292750.5834,2588385.4433,17990484.6811,1.1283,0,Evaporative
18.1157,32.1258,1815.7409,0.1338,2.1644,0.3851,true,685602.1664,1533692.6280,4414950.9388,0.0000,1.0636,0,true,440961.1257,1527849.1563,4576718.9553,12420272.2223,1.0409,11,true,1377101.4379,1681878.2744,4705521.7675,21828284.7441,1.1278,0,AirEconomizer
27.6961,23.6685,1285.2100,0.0832,1.3609,0.5150,true,2348497.4152,830645.3544,5139684.0084,0.0000,1.3077,0,true,312148.5729,678307.2098,4333297.8076,12604919.6947,1.0409,0,true,983585.9761,743319.2031,4469219.1714,15453201.5829,1.1289,0,Evaporative
30.5190,69.7817,1417.5042,0.2202,2.0255,0.3594,true,3152953.1157,2547774.3223,4158410.1595,0.0000,1.3746,0,true,344267.6052,1960512.8703,3335402.6648,15439511.8096,1.0409,0,true,1081701.4404,2140049.3060,3436588.5920,17042722.3178,1.1285,0,Evaporative
26.0846,55.3741,711.9610,0.2450,1.5582,0.2674,true,1171127.0831,1322541.6592,1443411.6377,0.0000,1.2771,0,true,172909.6768,1088397.1119,1246194.9617,6687407.4374,1.0409,0,true,558050.8912,1201127.2735,1296344.5087,8559611.6578,1.1320,0,Evaporative
28.0381,58.4418,1238.1238,0.1955,1.6113,0.6499,true,2341714.8534,1894795.6182,6298923.5429,0.0000,1.3186,0,true,300677.2690,1515769.7831,5266970.7956,12419583.7978,1.0409,0,true,948421.0219,1658709.9205,5434371.7497,14883694.1538,1.1290,0,Evaporative
41.5129,46.0978,1363.4346,0.2180,0.5131,0.7023,true,3067092.1990,2433549.3102,7839424.5772,0.0000,1.3789,0,true,331133.9255,1847157.1820,6268493.9062,19678267.0691,1.0409,17,true,1041561.5399,2014108.3024,6461144.7794,16392463.8353,1.1287,0,ChilledWater
33.4027,61.0420,489.9104,0.2499,1.5968,0.6286,true,1102149.2839,1002524.6317,2521207.9424,0.0000,1.3789,0,true,118987.7444,766028.3685,2015984.2302,5782792.3863,1.0409,3,true,393300.1684,850526.0324,2115297.3228,5890576.8410,1.1352,0,Evaporative
30.5244,25.2300,1092.3849,0.0852,1.3941,0.5790,true,2289108.5094,747336.9671,5080280.7775,0.0000,1.3530,0,true,265294.4537,591258.7011,4140064.5899,11688505.7602,1.0409,0,true,840336.3890,647621.9073,4277973.7137,13132671.3122,1.1296,0,Evaporative
34.5848,45.1200,1191.5761,0.2034,1.4566,0.2974,true,2680624.2683,1984537.5370,2900916.4096,0.0000,1.3789,0,true,289402.5692,1519104.7103,2319604.0076,14416912.5038,1.0409,7,true,914062.1316,1658874.9823,2394370.9673,14326936.8911,1.1292,0,ChilledWater
36.3779,58.3045,1028.9140,0.1178,0.3902,0.6387,true,2314831.5767,992333.2086,5380348.7780,0.0000,1.3789,0,true,249904.0342,754234.2149,4302180.2171,13157590.5967,1.0409,9,true,793384.2683,825374.9543,4448941.0151,12371911.3883,1.1299,0,ChilledWater
36.1501,41.2581,1351.0133,0.1632,1.4366,0.4944,true,3039260.1464,1804728.5168,5468521.9157,0.0000,1.3789,0,true,328123.3665,1386800.9112,4372690.0898,17006777.3405,1.0409,9,true,1032380.9597,1510905.0414,4507496.6973,16243711.8949,1.1287,0,ChilledWater
22.9201,31.1058,1458.5073,0.1286,1.3003,0.3474,true,1533230.1479,1311133.7858,3540901.0440,0.0000,1.1771,0,true,354226.2351,1175278.1586,3316836.1041,12153524.4604,1.0409,1,true,1112133.9982,1287881.3141,3416526.7841,17535728.7489,1.1284,0,Evaporative
29.4729,49.0087,1259.7092,0.0822,0.8734,0.4812,true,2541042.8711,823372.5189,4822657.1459,0.0000,1.3397,0,true,305961.4376,651235.5214,3969014.6401,13172710.1530,1.0409,0,true,964698.6788,712266.4805,4094397.4243,15147197.5911,1.1290,0,Evaporative
22.4285,64.2679,811.5911,0.1811,2.0896,0.7420,true,782823.9733,1014629.9603,4156583.6633,0.0000,1.1625,0,true,197113.6245,922541.8952,3942471.9820,6700655.5860,1.0409,3,true,632036.6029,1019132.9673,4091496.3893,9758127.2922,1.1312,0,Evaporative
30.2574,86.4159,680.6490,0.1787,2.3784,0.5244,true,1509751.6820,991973.2070,2910540.0468,0.0000,1.3737,0,true,165286.2047,769302.0878,2336122.4070,7414113.5591,1.0409,0,true,534691.8527,848426.3100,2432267.6845,8181356.7236,1.1323,0,Evaporative
37.3659,29.2406,1450.4702,0.0785,1.4823,0.2365,true,3262711.7689,931889.8060,2808239.4566,0.0000,1.3789,0,true,352262.5190,731207.6909,2245502.6016,18710058.4924,1.0409,11,true,1106097.0621,793433.8944,2313112.2724,17437977.4738,1.1284,0,ChilledWater
36.7590,67.2867,1711.7586,0.1461,1.0347,0.6446,true,3850365.6800,2047370.5968,9032330.5812,0.0000,1.3789,0,true,415714.0754,1568548.0143,7222365.0578,22235822.9666,1.0409,11,true,1299971.9597,1705245.9299,7429050.7548,20578768.4445,1.1279,0,ChilledWater
38.5953,40.3178,1149.0749,0.1344,2.4193,0.7193,true,2585200.0879,1264561.5793,6767855.7476,0.0000,1.3789,0,true,279090.7083,991824.3115,5411643.3176,15385358.6064,1.0409,13,true,882583.5377,1077621.4385,5588459.6882,13816930.2382,1.1294,0,ChilledWater
39.8643,77.4622,1775.8809,0.1190,2.1958,0.4314,true,3995092.3536,1729468.5903,6271729.0669,0.0000,1.3789,0,true,757341.5433,1399696.3094,5155577.5205,25211062.0270,1.0718,15,true,1347725.0726,1468951.8096,5156967.1613,21352278.5348,1.1278,0,ChilledWater
33.0260,85.3013,1939.2645,0.1746,0.6799,0.4364,true,4362475.4482,2771566.4016,6929197.0463,0.0000,1.3789,0,true,470986.2075,2107825.0967,5540664.7388,22942740.1307,1.0409,1,true,1468928.5839,2293300.9711,5693850.6935,23315804.1484,1.1276,0,Evaporative
16.7615,47.5029,325.9752,0.0701,2.3158,0.3112,true,101368.8152,142743.8487,633745.7965,0.0000,1.0524,0,true,79162.2539,146052.8053,663970.7597,2100963.6691,1.0409,13,true,271559.7398,168169.0014,706337.3052,3918551.1165,1.1403,0,AirEconomizer
31.8897,59.3191,344.5079,0.1334,1.5323,0.2551,true,748259.6580,372731.7034,713024.8735,0.0000,1.3657,0,true,83688.7816,290054.4030,575659.4550,3890089.4311,1.0409,0,true,285491.2461,325771.2080,611044.1775,4143804.0548,1.1395,0,Evaporative
33.3251,84.4265,260.6770,0.0859,2.4944,0.6078,true,586063.5081,183182.4825,1296442.3339,0.0000,1.3789,0,true,63291.0159,146040.0680,1036660.8525,3109368.5790,1.0409,3,true,223006.2592,165231.3924,1114099.8182,3132290.8599,1.1442,0,Evaporative
16.8956,42.3220,1337.5807,0.1955,0.3633,0.6469,true,416029.9315,1634192.5897,5406759.0760,0.0000,1.0524,0,true,324860.9966,1619514.0446,5664601.5529,8664796.1771,1.0409,13,true,1022411.7006,1770931.1518,5839833.3807,16082209.7881,1.1287,0,AirEconomizer
26.5383,79.4225,1120.5474,0.2126,2.4748,0.5025,true,2409445.3809,1926507.7904,4553610.2170,0.0000,1.3621,0,true,272148.9770,1498863.2715,3685851.7483,10787249.2984,1.0409,0,true,861329.1359,1644163.2462,3807433.7582,13472675.7475,1.1295,0,Evaporative
15.3662,30.8511,443.4871,0.1850,1.8172,0.7061,true,137980.3288,512711.7449,1957164.2999,0.0000,1.0524,0,true,107727.5792,511941.8887,2050488.2611,2655578.0930,1.0409,17,true,358944.5379,574940.7752,2157709.9299,5333819.5783,1.1363,0,AirEconomizer
27.2897,81.8210,1879.2889,0.0789,1.2974,0.2813,true,4076991.1847,1201442.9281,4286047.8045,0.0000,1.3654,0,true,456405.1159,940001.2132,3460988.8463,18572706.7162,1.0409,0,true,1424326.3894,1026526.6947,3557480.6576,22593294.7235,1.1277,0,Evaporative
37.1296,38.7981,262.1379,0.2259,1.4693,0.6914,true,590039.5156,485123.5238,1484603.2196,0.0000,1.3789,0,true,63684.4716,371176.0549,1187093.1680,3379637.4805,1.0409,11,true,224371.0637,421394.9435,1275397.9351,3153541.1371,1.1441,0,ChilledWater
15.7080,51.9991,756.8991,0.0811,1.6796,0.4539,true,235391.1426,383482.6515,2146554.4717,0.0000,1.0524,0,true,183818.1274,387089.1031,2248926.1729,4637290.7750,1.0409,15,true,591366.6633,432747.6715,2336769.3385,9099368.6988,1.1316,0,AirEconomizer
35.4221,60.0778,1307.3850,0.1916,1.8520,0.4856,true,2940655.1599,2050966.8662,5196844.2239,0.0000,1.3789,0,true,317501.5945,1578465.9627,4155465.1754,16311766.0736,1.0409,7,true,999842.6260,1720217.4621,4285020.8937,15716705.0202,1.1288,0,ChilledWater
35.8368,37.3904,563.1790,0.1679,1.6696,0.6833,true,1266755.9951,773969.9663,3150312.7546,0.0000,1.3789,0,true,136770.3453,595978.4149,2519031.0134,7016990.2853,1.0409,9,true,447598.3819,658338.6344,2633645.1919,6770338.3173,1.1339,0,ChilledWater
31.3546,88.3814,449.8317,0.1159,2.1617,0.5655,true,1004093.1517,426070.7753,2078729.2960,0.0000,1.3758,0,true,109270.7828,333316.4421,1665871.8550,5072529.4050,1.0409,0,true,363668.4537,370844.7361,1752231.2403,5410320.5762,1.1361,0,Evaporative
23.9031,36.2937,1630.2073,0.1799,1.0023,0.2948,true,2177434.9230,2132637.0803,3495482.2759,0.0000,1.2250,0,true,395939.0781,1826349.4108,3146264.6856,14103394.9303,1.0409,0,true,1239638.3545,1994953.7404,3237612.0849,19601255.6931,1.1281,0,Evaporative
26.5991,65.5047,1410.4123,0.1707,0.7775,0.6114,true,2384349.5075,1836764.8304,6577756.2018,0.0000,1.2847,0,true,342547.9779,1498694.4758,5645132.1063,13529704.8277,1.0409,0,true,1076455.1675,1637424.9854,5816673.0687,16957721.2089,1.1285,0,Evaporative
34.6954,33.7803,211.3393,0.0879,1.2744,0.3141,true,475530.4991,152035.6160,543587.2865,0.0000,1.3789,0,true,51333.9232,118019.5901,434656.7510,2550320.9537,1.0409,7,true,186576.8205,135430.5441,472637.4433,2541533.1536,1.1487,0,ChilledWater
31.8760,30.1214,480.0484,0.2108,1.2452,0.5106,true,1041993.6626,820362.7383,1987492.1676,0.0000,1.3656,0,true,116588.0626,631975.1604,1604692.6096,5351177.0721,1.0409,0,true,385951.0758,702567.1149,1684697.2869,5771575.2887,1.1354,0,Evaporative
23.6457,82.6608,311.9821,0.1294,1.3498,0.6904,true,640246.1110,322597.4804,1721436.5559,0.0000,1.3455,0,true,75789.8403,253234.7507,1410647.9889,2715009.4732,1.0409,0,true,261357.8066,286803.6521,1503404.8508,3752798.9543,1.1410,0,Evaporative
29.5506,43.3162,937.7682,0.0509,0.3981,0.7244,true,1895469.9844,379890.3880,5406757.8212,0.0000,1.3404,0,true,227760.5900,298910.1981,4447376.9114,9808618.0306,1.0409,0,true,725695.9754,328049.0459,4605040.6939,11275397.0845,1.1303,0,Evaporative
28.0962,30.1955,273.8440,0.1685,0.9074,0.3221,true,519333.7839,361541.6818,691159.2529,0.0000,1.3193,0,true,66522.3695,287724.8361,577622.5518,2725438.6489,1.0409,0,true,233020.6930,326918.6319,619256.8930,3293792.9666,1.1433,0,Evaporative
37.1968,55.6991,305.4865,0.1776,1.4171,0.7404,true,687054.0990,443950.6867,1851426.6298,0.0000,1.3789,0,true,74184.4309,340782.6880,1480427.6816,3985376.1504,1.0409,11,true,256340.9381,383879.2570,1579207.1380,3672047.9009,1.1414,0,ChilledWater
39.9340,28.0215,1259.5533,0.1978,1.5495,0.4850,true,2833302.9570,2039763.0543,5001182.1887,0.0000,1.3789,0,true,305898.6707,1566575.9952,3999005.3432,17282965.1571,1.0409,15,true,964429.2301,1706006.2088,4125333.1775,15142947.5357,1.1290,0,ChilledWater
25.3394,73.4906,1412.2200,0.0984,1.6670,0.6772,true,2739664.9038,1094355.1402,7533271.6113,0.0000,1.3267,0,true,342981.9481,880275.6155,6260410.0843,13013846.6518,1.0409,0,true,1077765.6205,965374.2766,6450564.8778,16978971.4861,1.1285,0,Evaporative
43.2905,78.6182,678.4815,0.1647,2.4025,0.2044,true,1525991.6852,914648.2809,1135382.4797,0.0000,1.3789,0,true,392001.9206,753157.1282,954324.3641,10518948.7359,1.0973,24,true,544710.0317,783067.9145,947662.1128,8176716.9770,1.1352,0,ChilledWater
36.7597,77.5964,1843.8305,0.2063,0.4871,0.5869,true,4147771.0423,3113606.8966,8859273.8570,0.0000,1.3789,0,true,447807.1466,2362173.5127,7083976.7367,24112949.7626,1.0409,11,true,1398094.0988,2570248.2294,7282509.9138,22168289.1794,1.1277,0,ChilledWater
15.3280,66.5445,1757.3088,0.2341,1.4614,0.6711,true,546534.0353,2570860.5543,7368395.2983,0.0000,1.0524,0,true,426783.1351,2558327.6438,7719797.3178,10610825.7358,1.0409,17,true,1333816.3924,2800844.2291,7939065.2826,21127025.5964,1.1278,0,AirEconomizer
26.7287,20.3868,1926.4569,0.0750,1.5615,0.3757,true,3358985.9370,1109546.3002,5559141.7160,0.0000,1.2937,0,true,467885.9647,921333.6295,4737998.7378,18295523.3697,1.0409,0,true,1459485.9380,1008016.0012,4869225.9985,23162802.1526,1.1276,0,Evaporative
35.2755,76.6569,1090.3083,0.2024,2.0540,0.4725,true,2452401.4368,1806143.6638,4216879.5285,0.0000,1.3789,0,true,264784.5154,1391544.5817,3371872.2542,13681907.5178,1.0409,7,true,838760.4487,1519281.7035,3484273.9105,13107170.9795,1.1296,0,ChilledWater
23.3288,69.6485,532.6212,0.1130,1.0486,0.2686,true,733920.2190,440298.1412,1046693.7061,0.0000,1.2320,0,true,129368.6537,376769.6097,936698.6962,4558105.4652,1.0409,0,true,425049.4364,419241.3973,980671.3355,6404833.5493,1.1344,0,Evaporative
36.8250,54.5545,704.5251,0.2427,1.1342,0.5964,true,1584836.5965,1399891.0300,3439708.3182,0.0000,1.3789,0,true,171105.3197,1067079.5121,2750430.7778,9095910.6675,1.0409,11,true,552542.3441,1174257.2016,2861692.1042,8470360.4936,1.1321,0,ChilledWater
24.6321,87.9979,1508.5612,0.0806,1.3081,0.5969,true,3163320.1631,976186.6587,7233860.3612,0.0000,1.3532,0,true,366356.1068,768729.3484,5893975.9297,13639063.3006,1.0409,0,true,1149118.8774,842743.1444,6069213.9985,18134986.5661,1.1283,0,Evaporative
21.7665,46.5949,543.9693,0.1042,1.6496,0.4635,true,463129.8488,384996.0447,1711966.4936,0.0000,1.1434,0,true,132120.1798,357672.3385,1650859.7209,4354009.7254,1.0409,5,true,433441.4152,399266.1012,1727441.4153,6540835.3234,1.1342,0,Evaporative
44.9231,28.9233,999.6638,0.1221,1.4327,0.3725,true,2248829.8519,999446.7511,3048535.6645,0.0000,1.3789,0,true,242788.7578,776493.8756,2437643.1071,15370850.5350,1.0409,24,true,797963.6655,847259.3144,2531596.7037,12066601.7189,1.1344,0,ChilledWater
18.3124,87.9895,1514.6381,0.0892,0.7761,0.5102,true,2700049.2682,1043053.6655,5965464.6864,0.0000,1.3002,0,true,367868.0442,843280.1932,5058612.2818,10640076.8591,1.0409,11,true,1153849.7286,924892.4387,5208835.9237,18211487.5640,1.1283,0,ChilledWater
25.3851,47.5685,1397.9417,0.0819,2.2609,0.4917,true,2151485.2194,856278.2690,5139577.6499,0.0000,1.2592,0,true,339531.6678,736747.3865,4500302.4771,12786819.7300,1.0409,0,true,1067276.1369,810627.3782,4637462.5055,16808969.2685,1.1286,0,Evaporative
25.9533,57.7103,338.6281,0.2109,0.3589,0.5184,true,553466.8785,540819.6383,1329224.8789,0.0000,1.2753,0,true,82244.4289,442567.1445,1149220.7599,3169059.0770,1.0409,0,true,281014.3243,498118.4575,1220682.8119,4071553.1123,1.1398,0,Evaporative
25.7172,45.3747,451.3213,0.1552,1.7275,0.3271,true,729120.4257,529173.2400,1115061.7875,0.0000,1.2720,0,true,109623.0203,440226.0133,966501.2064,4172854.0177,1.0409,0,true,364710.2139,491776.3204,1016504.0747,5427320.7979,1.1361,0,Evaporative
39.8879,78.2260,1440.7935,0.0778,2.4597,0.4859,true,3241241.3283,918060.5603,5731560.6438,0.0000,1.3789,0,true,658795.8302,767445.1314,4733094.8302,20478904.0413,1.0770,15,true,1099017.7745,798853.6659,4721314.5260,17323225.9769,1.1285,0,ChilledWater
32.0027,82.7688,1459.0714,0.1809,1.4942,0.2700,true,3266462.9435,2158765.1731,3221186.0095,0.0000,1.3770,0,true,354381.2492,1656820.7410,2579174.4077,16725549.0761,1.0409,0,true,1112663.1279,1806666.7332,2656687.6592,17544228.8598,1.1284,0,Evaporative
42.0812,46.4375,935.3503,0.0617,1.6715,0.2803,true,2104103.1783,472119.4996,2146080.5891,0.0000,1.3789,0,true,227166.2358,379276.2760,1716030.6667,13687056.7085,1.0409,19,true,726099.8939,409852.2907,1777560.1575,11249684.2669,1.1307,0,ChilledWater
22.8224,73.2123,831.0336,0.1037,1.9934,0.5831,true,1202787.1786,636656.5502,3578705.3272,0.0000,1.2438,0,true,201835.5578,546745.5447,3172454.0071,6986916.5629,1.0409,3,true,646465.7406,605404.5215,3291076.1475,9991880.3414,1.1310,0,Evaporative
32.8358,59.5933,1492.5246,0.1895,1.8301,0.7453,true,3339383.3142,2312504.6041,9093418.8963,0.0000,1.3769,0,true,362477.6269,1779958.1081,7281909.9294,17322942.8039,1.0409,0,true,1137317.0258,1939913.5992,7499156.9801,17943734.0712,1.1283,0,Evaporative
40.0879,55.1231,1610.3745,0.1238,1.9128,0.6527,true,3622938.0500,1632247.8128,8606110.2677,0.0000,1.3789,0,true,391126.9944,1275401.4315,6881532.8521,22603539.9032,1.0409,15,true,1224947.8869,1380234.5184,7082067.4068,19363252.5885,1.1281,0,ChilledWater
36.3948,86.4394,246.7849,0.1500,1.9305,0.4098,true,555050.6494,302902.4612,827812.7752,0.0000,1.3789,0,true,105226.3922,241656.1982,680493.3329,3214401.5269,1.0718,9,true,212792.5524,266765.0830,713400.4490,2966538.6977,1.1453,0,ChilledWater
33.3630,65.4361,1450.4083,0.2130,1.1590,0.7052,true,3262711.7689,2529495.2602,8373843.7678,0.0000,1.3789,0,true,352255.2930,1929354.4519,6695822.7552,17139817.0088,1.0409,3,true,1106098.9917,2103725.1316,6897433.3947,17437977.4738,1.1284,0,Evaporative
26.5488,39.3974,1358.3977,0.2211,0.4358,0.2971,true,2290141.4737,2289961.9542,3076227.9709,0.0000,1.2839,0,true,329921.7127,1862120.1909,2641686.9226,12893675.3983,1.0409,0,true,1037891.5826,2034118.1327,2722978.4394,16332963.0591,1.1287,0,Evaporative
36.5539,29.8861,1595.6060,0.2039,1.6395,0.7130,true,3589539.5868,2664038.5227,9314007.3911,0.0000,1.3789,0,true,387530.3365,2044123.1730,7447580.9648,20171554.8832,1.0409,9,true,1213927.0415,2223894.7550,7665212.2236,19184750.2599,1.1281,0,ChilledWater
33.4844,68.1621,1158.9861,0.2187,2.3536,0.2973,true,2607465.7300,2074962.9897,2821084.6186,0.0000,1.3789,0,true,281496.1402,1598757.4777,2255767.2192,13763142.3608,1.0409,3,true,889928.7449,1745996.0052,2329232.4357,13935931.7905,1.1293,0,Evaporative
33.7609,30.4794,1645.2250,0.1549,1.2268,0.5646,true,3700867.7973,2085644.4468,7605001.8355,0.0000,1.3789,0,true,399564.8424,1598146.2555,6081050.3488,19330253.4764,1.0409,5,true,1250652.2898,1740256.9343,6257113.8600,19779758.0217,1.1280,0,ChilledWater
21.1831,38.7733,1799.4718,0.1151,1.6528,0.2895,true,1366501.3711,1386394.3469,3488058.9425,0.0000,1.1279,0,true,437010.9325,1302662.4387,3409692.3006,14045972.8497,1.0409,7,true,1365033.5461,1429236.7300,3505892.1761,21632782.1939,1.1278,0,Evaporative
